time,delta,in_flight
2102-08-05 04:17:00+00:00,1,1
2102-08-05 04:48:00+00:00,1,2
2102-08-05 05:13:03+00:00,-1,1
2102-08-05 05:18:51+00:00,-1,0
2102-08-05 06:38:00+00:00,2,2
2102-08-05 06:51:35+00:00,-1,1
2102-08-05 07:18:27+00:00,-1,0
2102-08-07 20:43:00+00:00,1,1
2102-08-07 21:19:57+00:00,-1,0
2102-08-07 21:52:00+00:00,1,1
2102-08-07 22:11:00+00:00,1,2
2102-08-07 22:23:00+00:00,1,3
2102-08-07 22:24:29+00:00,-1,2
2102-08-07 22:28:00+00:00,1,3
2102-08-07 22:32:26+00:00,-1,2
2102-08-07 22:40:00+00:00,1,3
2102-08-07 22:47:00+00:00,1,4
2102-08-07 22:51:00+00:00,2,6
2102-08-07 22:55:00+00:00,2,8
2102-08-07 23:03:00+00:00,2,10
2102-08-07 23:12:00+00:00,2,12
2102-08-07 23:24:22+00:00,-1,11
2102-08-07 23:28:39+00:00,-1,10
2102-08-07 23:30:06+00:00,-1,9
2102-08-07 23:33:42+00:00,-1,8
2102-08-07 23:47:06+00:00,-1,7
2102-08-08 00:01:18+00:00,-1,6
2102-08-08 00:28:39+00:00,-1,5
2102-08-08 00:28:50+00:00,-1,4
2102-08-08 00:34:22+00:00,-1,3
2102-08-08 00:35:00+00:00,-1,2
2102-08-08 00:38:25+00:00,-1,1
2102-08-08 01:01:00+00:00,1,2
2102-08-08 01:02:00+00:00,2,4
2102-08-08 01:11:00+00:00,1,5
2102-08-08 01:49:28+00:00,-1,4
2102-08-08 01:54:46+00:00,-1,3
2102-08-08 02:07:06+00:00,-1,2
2102-08-08 02:58:40+00:00,-1,1
2102-08-08 03:35:21+00:00,-1,0
2102-08-09 00:56:00+00:00,2,2
2102-08-09 01:31:53+00:00,-1,1
2102-08-09 03:03:37+00:00,-1,0
2102-08-10 21:46:00+00:00,2,2
2102-08-10 22:16:47+00:00,-1,1
2102-08-10 23:02:00+00:00,2,3
2102-08-10 23:12:09+00:00,-1,2
2102-08-10 23:40:24+00:00,-1,1
2102-08-10 23:54:00+00:00,2,3
2102-08-10 23:55:15+00:00,-1,2
2102-08-11 02:30:27+00:00,-1,1
2102-08-11 04:16:00+00:00,1,2
2102-08-11 04:45:07+00:00,-1,1
2102-08-11 04:55:00+00:00,1,2
2102-08-11 04:57:36+00:00,-1,1
2102-08-11 06:13:00+00:00,2,3
2102-08-11 06:19:00+00:00,1,4
2102-08-11 06:33:00+00:00,1,5
2102-08-11 06:57:47+00:00,-1,4
2102-08-11 07:01:52+00:00,-1,3
2102-08-11 07:17:25+00:00,-1,2
2102-08-11 08:46:41+00:00,-1,1
2102-08-11 08:54:56+00:00,-1,0
2102-08-11 21:21:00+00:00,1,1
2102-08-11 21:26:00+00:00,2,3
2102-08-11 21:31:00+00:00,2,5
2102-08-11 21:59:51+00:00,-1,4
2102-08-11 22:10:00+00:00,2,6
2102-08-11 22:24:11+00:00,-1,5
2102-08-11 22:32:39+00:00,-1,4
2102-08-11 22:44:11+00:00,-1,3
2102-08-11 23:55:56+00:00,-1,2
2102-08-12 00:04:00+00:00,-1,1
2102-08-12 02:05:22+00:00,-1,0
2102-08-12 02:49:00+00:00,1,1
2102-08-12 03:48:00+00:00,1,2
2102-08-12 03:54:00+00:00,1,3
2102-08-12 04:02:35+00:00,-1,2
2102-08-12 04:53:04+00:00,-1,1
2102-08-12 06:23:00+00:00,-1,0
2102-08-14 03:51:00+00:00,1,1
2102-08-14 04:18:55+00:00,-1,0
2102-08-14 20:35:00+00:00,2,2
2102-08-14 21:22:01+00:00,-1,1
2102-08-14 22:15:00+00:00,2,3
2102-08-14 22:30:00+00:00,2,5
2102-08-14 22:33:00+00:00,1,6
2102-08-14 22:44:00+00:00,1,7
2102-08-14 22:48:00+00:00,1,8
2102-08-14 22:49:23+00:00,-1,7
2102-08-14 22:51:00+00:00,2,9
2102-08-14 22:51:59+00:00,-1,8
2102-08-14 22:55:30+00:00,-1,7
2102-08-14 22:59:00+00:00,2,9
2102-08-14 23:25:11+00:00,-1,8
2102-08-14 23:26:39+00:00,-1,7
2102-08-15 00:04:48+00:00,-1,6
2102-08-15 00:09:13+00:00,-1,5
2102-08-15 00:13:13+00:00,-1,4
2102-08-15 00:35:00+00:00,1,5
2102-08-15 00:51:00+00:00,1,6
2102-08-15 00:54:44+00:00,-1,5
2102-08-15 00:58:00+00:00,2,7
2102-08-15 01:22:00+00:00,2,9
2102-08-15 01:33:53+00:00,-1,8
2102-08-15 01:52:36+00:00,-1,7
2102-08-15 02:08:20+00:00,-1,6
2102-08-15 02:19:54+00:00,-1,5
2102-08-15 02:30:30+00:00,-1,4
2102-08-15 03:16:48+00:00,-1,3
2102-08-15 03:29:37+00:00,-1,2
2102-08-15 03:30:44+00:00,-1,1
2102-08-15 03:44:00+00:00,2,3
2102-08-15 04:13:00+00:00,1,4
2102-08-15 04:14:47+00:00,-1,3
2102-08-15 04:22:51+00:00,-1,2
2102-08-15 04:23:04+00:00,-1,1
2102-08-15 09:28:47+00:00,-1,0
2102-08-17 22:04:00+00:00,2,2
2102-08-17 22:21:00+00:00,1,3
2102-08-17 23:36:40+00:00,-1,2
2102-08-17 23:49:38+00:00,-1,1
2102-08-18 00:06:50+00:00,-1,0
2102-08-18 00:10:00+00:00,2,2
2102-08-18 00:26:00+00:00,1,3
2102-08-18 00:54:47+00:00,-1,2
2102-08-18 02:06:00+00:00,-1,1
2102-08-18 03:21:00+00:00,1,2
2102-08-18 03:27:00+00:00,1,3
2102-08-18 03:28:00+00:00,1,4
2102-08-18 03:35:00+00:00,2,6
2102-08-18 03:53:43+00:00,-1,5
2102-08-18 03:58:00+00:00,2,7
2102-08-18 04:32:00+00:00,2,9
2102-08-18 04:40:14+00:00,-1,8
2102-08-18 04:47:18+00:00,-1,7
2102-08-18 05:10:00+00:00,1,8
2102-08-18 05:30:44+00:00,-1,7
2102-08-18 06:03:59+00:00,-1,6
2102-08-18 06:22:03+00:00,-1,5
2102-08-18 06:48:39+00:00,-1,4
2102-08-18 06:51:29+00:00,-1,3
2102-08-18 06:56:12+00:00,-1,2
2102-08-18 08:15:01+00:00,-1,1
2102-08-18 08:44:12+00:00,-1,0
2102-08-18 22:49:00+00:00,2,2
2102-08-18 23:38:15+00:00,-1,1
2102-08-19 00:06:17+00:00,-1,0
2102-08-19 00:55:00+00:00,1,1
2102-08-19 01:20:27+00:00,-1,0
2102-08-19 06:23:00+00:00,1,1
2102-08-19 08:49:34+00:00,-1,0
2102-08-21 00:43:00+00:00,2,2
2102-08-21 01:02:39+00:00,-2,0
2102-08-21 05:15:00+00:00,2,2
2102-08-21 05:28:35+00:00,-1,1
2102-08-21 05:47:00+00:00,1,2
2102-08-21 05:59:00+00:00,1,3
2102-08-21 06:22:53+00:00,-1,2
2102-08-21 09:20:20+00:00,-1,1
2102-08-21 10:13:36+00:00,-1,0
2102-08-21 21:57:00+00:00,1,1
2102-08-21 22:07:56+00:00,-1,0
2102-08-21 22:21:00+00:00,2,2
2102-08-21 22:22:00+00:00,3,5
2102-08-21 22:32:00+00:00,2,7
2102-08-21 22:43:00+00:00,1,8
2102-08-21 22:46:00+00:00,1,9
2102-08-21 22:50:30+00:00,-1,8
2102-08-21 23:07:33+00:00,-1,7
2102-08-21 23:11:41+00:00,-1,6
2102-08-21 23:14:00+00:00,2,8
2102-08-21 23:43:00+00:00,2,10
2102-08-22 00:01:02+00:00,-1,9
2102-08-22 00:14:00+00:00,2,11
2102-08-22 00:14:39+00:00,-1,10
2102-08-22 00:20:50+00:00,-1,9
2102-08-22 00:50:00+00:00,1,10
2102-08-22 01:26:53+00:00,-1,9
2102-08-22 01:27:08+00:00,-1,8
2102-08-22 01:33:55+00:00,-1,7
2102-08-22 02:03:06+00:00,-1,6
2102-08-22 02:04:07+00:00,-1,5
2102-08-22 02:06:34+00:00,-1,4
2102-08-22 03:16:28+00:00,-1,3
2102-08-22 03:36:00+00:00,2,5
2102-08-22 03:52:13+00:00,-1,4
2102-08-22 03:52:39+00:00,-1,3
2102-08-22 03:55:49+00:00,-1,2
2102-08-22 04:05:12+00:00,-1,1
2102-08-22 05:42:48+00:00,-1,0
2102-08-24 06:30:00+00:00,1,1
2102-08-24 09:03:21+00:00,-1,0
2102-08-24 22:24:00+00:00,1,1
2102-08-24 22:48:35+00:00,-1,0
2102-08-24 23:13:00+00:00,1,1
2102-08-24 23:24:00+00:00,1,2
2102-08-24 23:40:00+00:00,1,3
2102-08-24 23:43:59+00:00,-1,2
2102-08-25 00:15:33+00:00,-1,1
2102-08-25 00:20:00+00:00,2,3
2102-08-25 00:33:00+00:00,2,5
2102-08-25 01:41:35+00:00,-1,4
2102-08-25 01:43:00+00:00,1,5
2102-08-25 02:52:06+00:00,-1,4
2102-08-25 03:55:00+00:00,2,6
2102-08-25 04:00:56+00:00,-1,5
2102-08-25 04:01:17+00:00,-1,4
2102-08-25 05:04:54+00:00,-1,3
2102-08-25 06:44:54+00:00,-1,2
2102-08-25 06:47:00+00:00,2,4
2102-08-25 07:27:15+00:00,-1,3
2102-08-25 09:10:47+00:00,-1,2
2102-08-25 10:36:29+00:00,-1,1
2102-08-25 11:40:03+00:00,-1,0
2102-08-25 21:50:00+00:00,1,1
2102-08-25 21:59:00+00:00,2,3
2102-08-25 23:21:00+00:00,2,5
2102-08-25 23:34:07+00:00,-1,4
2102-08-26 00:02:32+00:00,-1,3
2102-08-26 00:11:06+00:00,-1,2
2102-08-26 01:05:00+00:00,2,4
2102-08-26 01:27:39+00:00,-1,3
2102-08-26 01:33:42+00:00,-1,2
2102-08-26 02:10:39+00:00,-1,1
2102-08-26 02:33:09+00:00,-1,0
2102-08-26 04:27:00+00:00,1,1
2102-08-26 05:07:00+00:00,-1,0
2102-08-28 20:35:00+00:00,1,1
2102-08-28 20:45:56+00:00,-1,0
2102-08-28 21:54:00+00:00,1,1
2102-08-28 22:04:00+00:00,1,2
2102-08-28 22:15:00+00:00,3,5
2102-08-28 22:17:00+00:00,1,6
2102-08-28 22:25:00+00:00,2,8
2102-08-28 22:46:00+00:00,2,10
2102-08-28 22:49:26+00:00,-1,9
2102-08-28 22:50:00+00:00,1,10
2102-08-28 23:04:18+00:00,-1,9
2102-08-28 23:11:00+00:00,1,10
2102-08-28 23:17:00+00:00,2,12
2102-08-28 23:26:10+00:00,-1,11
2102-08-28 23:47:53+00:00,-1,10
2102-08-28 23:53:56+00:00,-1,9
2102-08-28 23:56:06+00:00,-1,8
2102-08-28 23:58:27+00:00,-1,7
2102-08-29 00:03:11+00:00,-1,6
2102-08-29 00:20:00+00:00,1,7
2102-08-29 00:22:13+00:00,-1,6
2102-08-29 00:25:50+00:00,-1,5
2102-08-29 00:27:00+00:00,1,6
2102-08-29 00:34:03+00:00,-1,5
2102-08-29 00:46:00+00:00,2,7
2102-08-29 01:04:45+00:00,-1,6
2102-08-29 01:28:52+00:00,-1,5
2102-08-29 02:04:14+00:00,-1,4
2102-08-29 02:14:06+00:00,-1,3
2102-08-29 02:22:50+00:00,-1,2
2102-08-29 03:25:34+00:00,-1,1
2102-08-29 03:28:04+00:00,-1,0
2102-08-29 03:57:00+00:00,1,1
2102-08-29 05:50:27+00:00,-1,0
2102-08-31 22:08:00+00:00,2,2
2102-08-31 22:14:00+00:00,2,4
2102-08-31 22:20:00+00:00,2,6
2102-08-31 22:51:00+00:00,2,8
2102-08-31 22:53:00+00:00,1,9
2102-08-31 23:00:10+00:00,-1,8
2102-08-31 23:21:51+00:00,-1,7
2102-08-31 23:26:27+00:00,-1,6
2102-08-31 23:30:00+00:00,2,8
2102-08-31 23:31:34+00:00,-1,7
2102-08-31 23:35:40+00:00,-1,6
2102-09-01 00:04:20+00:00,-1,5
2102-09-01 00:12:14+00:00,-1,4
2102-09-01 00:17:00+00:00,2,6
2102-09-01 00:36:00+00:00,2,8
2102-09-01 01:11:58+00:00,-1,7
2102-09-01 01:16:00+00:00,2,9
2102-09-01 01:57:35+00:00,-1,8
2102-09-01 02:00:23+00:00,-1,7
2102-09-01 02:11:04+00:00,-1,6
2102-09-01 02:13:57+00:00,-1,5
2102-09-01 03:08:47+00:00,-1,4
2102-09-01 03:12:00+00:00,2,6
2102-09-01 03:45:00+00:00,-1,5
2102-09-01 03:57:00+00:00,1,6
2102-09-01 04:21:29+00:00,-1,5
2102-09-01 04:28:09+00:00,-1,4
2102-09-01 04:35:00+00:00,1,5
2102-09-01 05:02:51+00:00,-1,4
2102-09-01 05:02:55+00:00,-1,3
2102-09-01 05:15:00+00:00,1,4
2102-09-01 05:22:42+00:00,-1,3
2102-09-01 05:24:58+00:00,-1,2
2102-09-01 06:44:24+00:00,-1,1
2102-09-01 06:52:00+00:00,1,2
2102-09-01 06:54:30+00:00,-1,1
2102-09-01 07:34:52+00:00,-1,0
2102-09-01 21:58:00+00:00,2,2
2102-09-01 22:26:32+00:00,-1,1
2102-09-02 00:10:42+00:00,-1,0
2102-09-04 21:27:00+00:00,1,1
2102-09-04 21:46:00+00:00,2,3
2102-09-04 21:57:51+00:00,-1,2
2102-09-04 22:28:00+00:00,1,3
2102-09-04 22:30:00+00:00,2,5
2102-09-04 22:39:42+00:00,-1,4
2102-09-04 22:55:29+00:00,-1,3
2102-09-04 23:01:00+00:00,2,5
2102-09-04 23:06:00+00:00,2,7
2102-09-04 23:17:00+00:00,1,8
2102-09-04 23:39:07+00:00,-1,7
2102-09-04 23:41:00+00:00,1,8
2102-09-04 23:49:56+00:00,-1,7
2102-09-05 00:12:50+00:00,-1,6
2102-09-05 00:18:51+00:00,-1,5
2102-09-05 00:26:39+00:00,-1,4
2102-09-05 00:43:00+00:00,2,6
2102-09-05 00:44:00+00:00,1,7
2102-09-05 01:13:56+00:00,-1,6
2102-09-05 01:16:00+00:00,2,8
2102-09-05 01:21:00+00:00,1,9
2102-09-05 01:21:04+00:00,-1,8
2102-09-05 01:22:00+00:00,2,10
2102-09-05 01:45:41+00:00,-1,9
2102-09-05 01:56:15+00:00,-1,8
2102-09-05 01:59:46+00:00,-1,7
2102-09-05 02:32:20+00:00,-1,6
2102-09-05 03:14:19+00:00,-1,5
2102-09-05 03:15:00+00:00,-1,4
2102-09-05 03:54:00+00:00,2,6
2102-09-05 03:57:12+00:00,-1,5
2102-09-05 04:11:45+00:00,-1,4
2102-09-05 04:21:39+00:00,-1,3
2102-09-05 05:23:01+00:00,-1,2
2102-09-05 06:43:57+00:00,-1,1
2102-09-05 06:44:55+00:00,-1,0
2102-09-07 21:21:00+00:00,2,2
2102-09-07 21:59:22+00:00,-1,1
2102-09-07 22:38:00+00:00,1,2
2102-09-07 22:44:00+00:00,2,4
2102-09-07 23:56:00+00:00,2,6
2102-09-07 23:59:40+00:00,-1,5
2102-09-08 00:41:00+00:00,2,7
2102-09-08 01:10:00+00:00,2,9
2102-09-08 01:59:14+00:00,-1,8
2102-09-08 02:20:11+00:00,-1,7
2102-09-08 02:25:56+00:00,-1,6
2102-09-08 02:48:06+00:00,-1,5
2102-09-08 02:50:28+00:00,-1,4
2102-09-08 03:12:00+00:00,1,5
2102-09-08 03:31:00+00:00,1,6
2102-09-08 03:35:11+00:00,-1,5
2102-09-08 03:40:00+00:00,1,6
2102-09-08 03:46:12+00:00,-1,5
2102-09-08 04:17:00+00:00,2,7
2102-09-08 04:26:26+00:00,-1,6
2102-09-08 04:50:00+00:00,1,7
2102-09-08 05:05:48+00:00,-1,6
2102-09-08 05:17:39+00:00,-1,5
2102-09-08 05:32:09+00:00,-1,4
2102-09-08 05:33:47+00:00,-1,3
2102-09-08 05:35:46+00:00,-1,2
2102-09-08 05:54:08+00:00,-1,1
2102-09-08 05:58:10+00:00,-1,0
2102-09-08 06:34:00+00:00,1,1
2102-09-08 11:43:25+00:00,-1,0
2102-09-09 03:20:00+00:00,2,2
2102-09-09 03:48:00+00:00,1,3
2102-09-09 04:05:00+00:00,1,4
2102-09-09 04:45:55+00:00,-1,3
2102-09-09 05:10:51+00:00,-1,2
2102-09-09 05:22:15+00:00,-1,1
2102-09-09 08:56:55+00:00,-1,0
2102-09-11 21:41:00+00:00,2,2
2102-09-11 21:45:00+00:00,1,3
2102-09-11 22:00:00+00:00,2,5
2102-09-11 22:07:00+00:00,1,6
2102-09-11 22:08:00+00:00,2,8
2102-09-11 22:13:32+00:00,-1,7
2102-09-11 22:24:00+00:00,1,8
2102-09-11 22:36:24+00:00,-1,7
2102-09-11 22:37:00+00:00,2,9
2102-09-11 22:56:00+00:00,1,10
2102-09-11 22:58:41+00:00,-1,9
2102-09-11 22:59:00+00:00,1,10
2102-09-11 23:16:23+00:00,-1,9
2102-09-11 23:18:00+00:00,2,11
2102-09-11 23:24:00+00:00,2,13
2102-09-11 23:30:34+00:00,-1,12
2102-09-11 23:39:00+00:00,2,14
2102-09-11 23:45:35+00:00,-1,13
2102-09-11 23:45:39+00:00,-1,12
2102-09-12 00:02:10+00:00,-1,11
2102-09-12 00:03:25+00:00,-1,10
2102-09-12 00:20:03+00:00,-1,9
2102-09-12 00:27:03+00:00,-1,8
2102-09-12 00:32:00+00:00,2,10
2102-09-12 00:36:00+00:00,1,11
2102-09-12 00:52:25+00:00,-1,10
2102-09-12 00:58:50+00:00,-1,9
2102-09-12 01:16:47+00:00,-1,8
2102-09-12 01:18:57+00:00,-1,7
2102-09-12 01:43:37+00:00,-1,6
2102-09-12 01:43:56+00:00,-1,5
2102-09-12 02:29:40+00:00,-1,4
2102-09-12 02:44:06+00:00,-1,3
2102-09-12 03:04:56+00:00,-1,2
2102-09-12 03:06:39+00:00,-1,1
2102-09-12 04:14:25+00:00,-1,0
2102-09-12 04:42:00+00:00,1,1
2102-09-12 06:35:27+00:00,-1,0
2102-09-14 22:02:00+00:00,2,2
2102-09-14 22:44:52+00:00,-1,1
2102-09-14 23:54:00+00:00,1,2
2102-09-14 23:54:30+00:00,-1,1
2102-09-15 00:42:00+00:00,1,2
2102-09-15 00:47:00+00:00,2,4
2102-09-15 01:04:20+00:00,-1,3
2102-09-15 02:39:40+00:00,-1,2
2102-09-15 02:40:27+00:00,-1,1
2102-09-15 03:00:00+00:00,2,3
2102-09-15 03:16:00+00:00,1,4
2102-09-15 03:48:00+00:00,2,6
2102-09-15 04:19:00+00:00,1,7
2102-09-15 04:36:56+00:00,-1,6
2102-09-15 04:43:36+00:00,-1,5
2102-09-15 05:02:15+00:00,-1,4
2102-09-15 05:05:17+00:00,-1,3
2102-09-15 05:06:18+00:00,-1,2
2102-09-15 05:07:56+00:00,-1,1
2102-09-15 06:37:00+00:00,2,3
2102-09-15 07:03:44+00:00,-1,2
2102-09-15 07:17:27+00:00,-1,1
2102-09-15 08:31:56+00:00,-1,0
2102-09-15 20:25:00+00:00,1,1
2102-09-15 21:18:42+00:00,-1,0
2102-09-15 21:36:00+00:00,2,2
2102-09-15 22:34:34+00:00,-1,1
2102-09-15 22:43:00+00:00,1,2
2102-09-16 00:48:00+00:00,1,3
2102-09-16 01:15:22+00:00,-1,2
2102-09-16 01:32:16+00:00,-1,1
2102-09-16 04:25:00+00:00,1,2
2102-09-16 04:27:00+00:00,2,4
2102-09-16 04:47:39+00:00,-1,3
2102-09-16 05:05:45+00:00,-1,2
2102-09-16 05:18:24+00:00,-1,1
2102-09-16 05:24:34+00:00,-1,0
2102-09-18 22:06:00+00:00,2,2
2102-09-18 22:13:00+00:00,2,4
2102-09-18 22:20:00+00:00,2,6
2102-09-18 22:33:00+00:00,2,8
2102-09-18 22:34:00+00:00,1,9
2102-09-18 22:35:00+00:00,1,10
2102-09-18 22:41:00+00:00,5,15
2102-09-18 22:51:22+00:00,-1,14
2102-09-18 23:00:50+00:00,-1,13
2102-09-18 23:02:18+00:00,-1,12
2102-09-18 23:11:02+00:00,-1,11
2102-09-18 23:25:00+00:00,2,13
2102-09-18 23:29:21+00:00,-1,12
2102-09-18 23:42:07+00:00,-1,11
2102-09-18 23:52:17+00:00,-1,10
2102-09-18 23:52:25+00:00,-1,9
2102-09-19 00:04:06+00:00,-1,8
2102-09-19 00:10:41+00:00,-1,7
2102-09-19 00:25:07+00:00,-1,6
2102-09-19 00:27:00+00:00,2,8
2102-09-19 00:41:44+00:00,-1,7
2102-09-19 00:44:43+00:00,-1,6
2102-09-19 00:45:00+00:00,2,8
2102-09-19 00:45:56+00:00,-1,7
2102-09-19 00:48:21+00:00,-1,6
2102-09-19 00:51:00+00:00,2,8
2102-09-19 00:57:00+00:00,1,9
2102-09-19 01:10:56+00:00,-1,8
2102-09-19 01:37:20+00:00,-1,7
2102-09-19 01:38:36+00:00,-1,6
2102-09-19 01:50:59+00:00,-1,5
2102-09-19 02:07:00+00:00,-1,4
2102-09-19 02:12:35+00:00,-1,3
2102-09-19 02:45:56+00:00,-1,2
2102-09-19 03:32:12+00:00,-1,1
2102-09-19 04:19:00+00:00,1,2
2102-09-19 04:59:36+00:00,-1,1
2102-09-19 07:13:11+00:00,-1,0
2102-09-21 21:26:00+00:00,3,3
2102-09-21 21:52:00+00:00,1,4
2102-09-21 22:38:42+00:00,-1,3
2102-09-21 22:39:01+00:00,-1,2
2102-09-21 22:49:00+00:00,1,3
2102-09-21 22:50:00+00:00,2,5
2102-09-21 23:06:00+00:00,1,6
2102-09-22 00:07:17+00:00,-1,5
2102-09-22 00:10:00+00:00,2,7
2102-09-22 00:13:21+00:00,-1,6
2102-09-22 00:20:00+00:00,1,7
2102-09-22 00:36:00+00:00,1,8
2102-09-22 00:52:52+00:00,-1,7
2102-09-22 01:19:41+00:00,-1,6
2102-09-22 01:56:27+00:00,-1,5
2102-09-22 02:21:27+00:00,-1,4
2102-09-22 02:32:39+00:00,-1,3
2102-09-22 03:14:28+00:00,-1,2
2102-09-22 03:44:00+00:00,1,3
2102-09-22 04:03:45+00:00,-1,2
2102-09-22 04:27:16+00:00,-1,1
2102-09-22 05:46:15+00:00,-1,0
2102-09-22 06:32:00+00:00,1,1
2102-09-22 07:12:27+00:00,-1,0
2102-09-22 21:33:00+00:00,2,2
2102-09-22 22:13:00+00:00,1,3
2102-09-22 23:40:14+00:00,-1,2
2102-09-23 00:40:23+00:00,-1,1
2102-09-23 00:52:03+00:00,-1,0
2102-09-23 03:37:00+00:00,1,1
2102-09-23 04:42:00+00:00,1,2
2102-09-23 05:12:51+00:00,-1,1
2102-09-23 05:40:32+00:00,-1,0
2102-09-25 22:04:00+00:00,2,2
2102-09-25 22:16:00+00:00,2,4
2102-09-25 22:25:00+00:00,1,5
2102-09-25 22:26:00+00:00,2,7
2102-09-25 22:42:43+00:00,-1,6
2102-09-25 22:47:00+00:00,2,8
2102-09-25 22:51:00+00:00,2,10
2102-09-25 23:01:00+00:00,1,11
2102-09-25 23:01:51+00:00,-1,10
2102-09-25 23:16:06+00:00,-1,9
2102-09-25 23:30:00+00:00,1,10
2102-09-25 23:37:00+00:00,2,12
2102-09-26 00:17:24+00:00,-1,11
2102-09-26 00:27:46+00:00,-1,10
2102-09-26 00:37:43+00:00,-1,9
2102-09-26 00:41:00+00:00,2,11
2102-09-26 00:41:03+00:00,-1,10
2102-09-26 00:42:41+00:00,-1,9
2102-09-26 00:48:00+00:00,2,11
2102-09-26 00:58:22+00:00,-1,10
2102-09-26 00:59:42+00:00,-1,9
2102-09-26 01:42:58+00:00,-1,8
2102-09-26 02:01:12+00:00,-1,7
2102-09-26 02:29:00+00:00,1,8
2102-09-26 02:31:49+00:00,-1,7
2102-09-26 02:33:45+00:00,-1,6
2102-09-26 02:39:56+00:00,-1,5
2102-09-26 02:57:17+00:00,-1,4
2102-09-26 03:32:00+00:00,2,6
2102-09-26 03:36:13+00:00,-1,5
2102-09-26 03:49:31+00:00,-1,4
2102-09-26 04:02:00+00:00,2,6
2102-09-26 04:07:26+00:00,-1,5
2102-09-26 04:15:56+00:00,-1,4
2102-09-26 04:43:28+00:00,-1,3
2102-09-26 04:50:10+00:00,-1,2
2102-09-26 05:41:30+00:00,-1,1
2102-09-26 08:27:27+00:00,-1,0
2102-09-26 22:06:00+00:00,2,2
2102-09-26 22:46:50+00:00,-1,1
2102-09-26 23:31:39+00:00,-1,0
2102-09-29 02:36:00+00:00,2,2
2102-09-29 02:37:00+00:00,2,4
2102-09-29 02:47:56+00:00,-1,3
2102-09-29 03:03:00+00:00,1,4
2102-09-29 03:18:57+00:00,-1,3
2102-09-29 03:27:24+00:00,-1,2
2102-09-29 03:35:59+00:00,-1,1
2102-09-29 06:13:00+00:00,1,2
2102-09-29 06:37:00+00:00,1,3
2102-09-29 06:55:00+00:00,1,4
2102-09-29 08:02:20+00:00,-1,3
2102-09-29 08:10:40+00:00,-1,2
2102-09-29 09:08:41+00:00,-1,1
2102-09-29 10:19:22+00:00,-1,0
2102-09-29 21:53:00+00:00,2,2
2102-09-29 22:26:00+00:00,1,3
2102-09-29 23:16:43+00:00,-1,2
2102-09-29 23:46:00+00:00,1,3
2102-09-30 00:33:00+00:00,1,4
2102-09-30 00:54:49+00:00,-1,3
2102-09-30 01:02:47+00:00,-1,2
2102-09-30 01:12:06+00:00,-1,1
2102-09-30 01:20:03+00:00,-1,0
2102-09-30 02:46:00+00:00,2,2
2102-09-30 02:56:56+00:00,-1,1
2102-09-30 03:16:59+00:00,-1,0
2102-09-30 03:44:00+00:00,1,1
2102-09-30 04:03:00+00:00,1,2
2102-09-30 05:19:00+00:00,1,3
2102-09-30 05:25:10+00:00,-1,2
2102-09-30 06:38:00+00:00,1,3
2102-09-30 07:12:27+00:00,-1,2
2102-09-30 07:16:51+00:00,-1,1
2102-09-30 09:28:32+00:00,-1,0
2102-10-02 23:22:00+00:00,1,1
2102-10-03 00:00:51+00:00,-1,0
