time,delta,in_flight
2102-06-02 05:09:55+00:00,-1,2
2102-06-02 05:34:25+00:00,-1,1
2102-06-02 06:12:00+00:00,2,3
2102-06-02 07:06:58+00:00,-1,2
2102-06-02 08:06:56+00:00,-1,1
2102-06-02 09:32:17+00:00,-1,0
2102-06-02 21:27:00+00:00,2,2
2102-06-02 21:37:00+00:00,1,3
2102-06-02 21:42:00+00:00,1,4
2102-06-02 22:07:29+00:00,-1,3
2102-06-02 22:08:36+00:00,-1,2
2102-06-02 22:16:18+00:00,-1,1
2102-06-03 00:33:00+00:00,1,2
2102-06-03 02:08:54+00:00,-1,1
2102-06-03 02:39:11+00:00,-1,0
2102-06-03 03:48:00+00:00,1,1
2102-06-03 05:16:21+00:00,-1,0
2102-06-05 19:49:00+00:00,1,1
2102-06-05 21:59:03+00:00,-1,0
2102-06-05 22:16:00+00:00,1,1
2102-06-05 22:27:00+00:00,2,3
2102-06-05 22:28:00+00:00,2,5
2102-06-05 22:30:00+00:00,2,7
2102-06-05 22:32:00+00:00,1,8
2102-06-05 22:39:00+00:00,2,10
2102-06-05 22:46:35+00:00,-1,9
2102-06-05 22:57:00+00:00,2,11
2102-06-05 23:08:36+00:00,-1,10
2102-06-05 23:26:00+00:00,1,11
2102-06-05 23:43:40+00:00,-1,10
2102-06-05 23:58:42+00:00,-1,9
2102-06-06 00:04:34+00:00,-1,8
2102-06-06 00:04:39+00:00,-1,7
2102-06-06 00:17:38+00:00,-1,6
2102-06-06 00:42:00+00:00,2,8
2102-06-06 01:06:02+00:00,-1,7
2102-06-06 01:07:03+00:00,-1,6
2102-06-06 01:11:56+00:00,-1,5
2102-06-06 01:23:00+00:00,2,7
2102-06-06 01:25:11+00:00,-1,6
2102-06-06 01:45:48+00:00,-1,5
2102-06-06 02:35:27+00:00,-1,4
2102-06-06 03:42:47+00:00,-1,3
2102-06-06 03:45:00+00:00,2,5
2102-06-06 04:22:01+00:00,-1,4
2102-06-06 05:20:28+00:00,-1,3
2102-06-06 06:47:52+00:00,-1,2
2102-06-06 07:32:04+00:00,-1,1
2102-06-06 08:38:49+00:00,-1,0
2102-06-07 00:40:00+00:00,2,2
2102-06-07 01:45:39+00:00,-1,1
2102-06-07 03:03:46+00:00,-1,0
2102-06-07 03:21:00+00:00,1,1
2102-06-07 04:00:07+00:00,-1,0
2102-06-07 05:39:00+00:00,1,1
2102-06-07 05:49:22+00:00,-1,0
2102-06-08 21:34:00+00:00,1,1
2102-06-08 22:27:42+00:00,-1,0
2102-06-09 00:56:00+00:00,2,2
2102-06-09 01:06:22+00:00,-1,1
2102-06-09 02:13:00+00:00,2,3
2102-06-09 02:36:00+00:00,-1,2
2102-06-09 03:37:00+00:00,2,4
2102-06-09 04:07:44+00:00,-1,3
2102-06-09 04:22:00+00:00,2,5
2102-06-09 04:24:39+00:00,-1,4
2102-06-09 04:35:25+00:00,-1,3
2102-06-09 05:29:14+00:00,-1,2
2102-06-09 06:13:10+00:00,-1,1
2102-06-09 08:32:27+00:00,-1,0
2102-06-09 21:13:00+00:00,2,2
2102-06-09 21:17:00+00:00,1,3
2102-06-09 21:49:55+00:00,-1,2
2102-06-09 22:13:06+00:00,-1,1
2102-06-09 22:53:00+00:00,1,2
2102-06-09 23:30:24+00:00,-1,1
2102-06-09 23:56:00+00:00,1,2
2102-06-10 00:10:16+00:00,-1,1
2102-06-10 00:37:00+00:00,1,2
2102-06-10 01:49:27+00:00,-1,1
2102-06-10 02:02:39+00:00,-1,0
2102-06-10 02:46:00+00:00,1,1
2102-06-10 03:39:11+00:00,-1,0
2102-06-10 03:41:00+00:00,1,1
2102-06-10 03:46:00+00:00,1,2
2102-06-10 04:03:39+00:00,-1,1
2102-06-10 04:34:44+00:00,-1,0
2102-06-10 04:53:00+00:00,1,1
2102-06-10 06:15:00+00:00,1,2
2102-06-10 06:59:47+00:00,-1,1
2102-06-10 09:57:56+00:00,-1,0
2102-06-12 20:32:00+00:00,1,1
2102-06-12 20:59:00+00:00,2,3
2102-06-12 21:51:00+00:00,2,5
2102-06-12 21:58:00+00:00,2,7
2102-06-12 22:02:00+00:00,2,9
2102-06-12 22:11:00+00:00,1,10
2102-06-12 22:19:00+00:00,2,12
2102-06-12 22:29:51+00:00,-1,11
2102-06-12 22:40:18+00:00,-1,10
2102-06-12 22:42:00+00:00,2,12
2102-06-12 22:47:00+00:00,2,14
2102-06-12 22:58:00+00:00,1,15
2102-06-12 23:12:41+00:00,-1,14
2102-06-12 23:22:00+00:00,-1,13
2102-06-12 23:25:55+00:00,-1,12
2102-06-12 23:29:00+00:00,2,14
2102-06-12 23:53:10+00:00,-1,13
2102-06-12 23:54:28+00:00,-1,12
2102-06-13 00:04:33+00:00,-1,11
2102-06-13 00:05:03+00:00,-1,10
2102-06-13 00:05:38+00:00,-1,9
2102-06-13 01:02:00+00:00,2,11
2102-06-13 01:02:41+00:00,-1,10
2102-06-13 01:11:00+00:00,2,12
2102-06-13 01:13:00+00:00,2,14
2102-06-13 01:48:52+00:00,-1,13
2102-06-13 02:15:06+00:00,-1,12
2102-06-13 02:15:54+00:00,-1,11
2102-06-13 02:28:18+00:00,-1,10
2102-06-13 02:47:33+00:00,-1,9
2102-06-13 02:53:00+00:00,-1,8
2102-06-13 02:59:40+00:00,-1,7
2102-06-13 03:05:31+00:00,-1,6
2102-06-13 03:07:57+00:00,-1,5
2102-06-13 03:16:58+00:00,-1,4
2102-06-13 03:26:12+00:00,-1,3
2102-06-13 04:01:00+00:00,2,5
2102-06-13 04:01:47+00:00,-1,4
2102-06-13 04:22:35+00:00,-1,3
2102-06-13 04:39:49+00:00,-1,2
2102-06-13 04:44:37+00:00,-1,1
2102-06-13 04:53:11+00:00,-1,0
2102-06-15 21:33:00+00:00,1,1
2102-06-15 21:37:00+00:00,2,3
2102-06-15 22:07:00+00:00,2,5
2102-06-15 22:08:33+00:00,-1,4
2102-06-15 22:42:06+00:00,-1,3
2102-06-15 23:52:38+00:00,-1,2
2102-06-16 01:17:17+00:00,-1,1
2102-06-16 02:55:58+00:00,-1,0
2102-06-16 04:50:00+00:00,1,1
2102-06-16 05:04:00+00:00,1,2
2102-06-16 05:25:33+00:00,-1,1
2102-06-16 05:43:00+00:00,1,2
2102-06-16 06:07:17+00:00,-1,1
2102-06-16 06:24:00+00:00,1,2
2102-06-16 11:02:55+00:00,-1,1
2102-06-16 11:16:49+00:00,-1,0
2102-06-16 21:50:00+00:00,2,2
2102-06-16 23:02:49+00:00,-1,1
2102-06-17 00:17:08+00:00,-1,0
2102-06-17 00:32:00+00:00,1,1
2102-06-17 00:35:00+00:00,1,2
2102-06-17 01:25:59+00:00,-1,1
2102-06-17 01:52:01+00:00,-1,0
2102-06-17 04:51:00+00:00,1,1
2102-06-17 04:52:00+00:00,1,2
2102-06-17 05:00:10+00:00,-1,1
2102-06-17 05:22:00+00:00,1,2
2102-06-17 05:47:06+00:00,-1,1
2102-06-17 05:49:00+00:00,1,2
2102-06-17 06:24:53+00:00,-1,1
2102-06-17 07:30:00+00:00,1,2
2102-06-17 07:48:13+00:00,-1,1
2102-06-17 09:24:56+00:00,-1,0
2102-06-19 21:51:00+00:00,2,2
2102-06-19 21:56:00+00:00,1,3
2102-06-19 22:36:00+00:00,2,5
2102-06-19 22:38:00+00:00,1,6
2102-06-19 22:40:18+00:00,-1,5
2102-06-19 22:41:00+00:00,2,7
2102-06-19 22:42:00+00:00,2,9
2102-06-19 22:58:00+00:00,1,10
2102-06-19 23:07:29+00:00,-1,9
2102-06-19 23:22:00+00:00,1,10
2102-06-19 23:31:42+00:00,-1,9
2102-06-19 23:43:00+00:00,2,11
2102-06-19 23:46:51+00:00,-1,10
2102-06-19 23:53:20+00:00,-1,9
2102-06-19 23:57:47+00:00,-1,8
2102-06-20 00:03:06+00:00,-1,7
2102-06-20 00:31:00+00:00,2,9
2102-06-20 00:42:00+00:00,2,11
2102-06-20 00:43:00+00:00,2,13
2102-06-20 00:46:21+00:00,-1,12
2102-06-20 01:09:05+00:00,-1,11
2102-06-20 01:10:00+00:00,2,13
2102-06-20 01:20:38+00:00,-1,12
2102-06-20 01:22:34+00:00,-1,11
2102-06-20 01:24:28+00:00,-1,10
2102-06-20 01:31:00+00:00,2,12
2102-06-20 01:33:07+00:00,-1,11
2102-06-20 01:57:45+00:00,-1,10
2102-06-20 02:04:58+00:00,-1,9
2102-06-20 03:27:55+00:00,-1,8
2102-06-20 03:30:00+00:00,2,10
2102-06-20 03:42:39+00:00,-1,9
2102-06-20 03:51:35+00:00,-1,8
2102-06-20 03:59:06+00:00,-1,7
2102-06-20 04:26:01+00:00,-1,6
2102-06-20 05:00:13+00:00,-1,5
2102-06-20 05:00:30+00:00,-1,4
2102-06-20 05:19:15+00:00,-1,3
2102-06-20 05:19:24+00:00,-1,2
2102-06-20 05:42:47+00:00,-1,1
2102-06-20 05:44:23+00:00,-1,0
2102-06-22 20:37:00+00:00,1,1
2102-06-22 20:45:00+00:00,1,2
2102-06-22 21:00:00+00:00,1,3
2102-06-22 21:16:00+00:00,2,5
2102-06-22 21:42:00+00:00,1,6
2102-06-22 22:29:07+00:00,-1,5
2102-06-22 22:55:00+00:00,2,7
2102-06-22 23:05:13+00:00,-1,6
2102-06-22 23:11:02+00:00,-1,5
2102-06-22 23:17:38+00:00,-1,4
2102-06-22 23:35:36+00:00,-1,3
2102-06-22 23:42:00+00:00,2,5
2102-06-22 23:42:50+00:00,-1,4
2102-06-23 00:11:44+00:00,-1,3
2102-06-23 00:17:00+00:00,1,4
2102-06-23 02:22:33+00:00,-1,3
2102-06-23 02:26:37+00:00,-1,2
2102-06-23 04:36:00+00:00,1,3
2102-06-23 04:42:16+00:00,-1,2
2102-06-23 06:01:39+00:00,-1,1
2102-06-23 06:08:00+00:00,2,3
2102-06-23 06:11:21+00:00,-1,2
2102-06-23 07:37:16+00:00,-1,1
2102-06-23 07:46:40+00:00,-1,0
2102-06-23 21:25:00+00:00,2,2
2102-06-23 21:38:00+00:00,3,5
2102-06-23 22:00:39+00:00,-1,4
2102-06-23 22:02:00+00:00,1,5
2102-06-23 22:07:52+00:00,-1,4
2102-06-23 22:30:06+00:00,-1,3
2102-06-23 23:02:06+00:00,-1,2
2102-06-24 00:04:00+00:00,1,3
2102-06-24 00:58:58+00:00,-1,2
2102-06-24 02:10:35+00:00,-1,1
2102-06-24 02:30:14+00:00,-1,0
2102-06-24 04:01:00+00:00,1,1
2102-06-24 04:22:22+00:00,-1,0
2102-06-26 19:14:00+00:00,2,2
2102-06-26 21:21:00+00:00,2,4
2102-06-26 21:47:00+00:00,2,6
2102-06-26 21:56:00+00:00,1,7
2102-06-26 22:13:00+00:00,1,8
2102-06-26 22:23:00+00:00,2,10
2102-06-26 22:24:00+00:00,2,12
2102-06-26 22:41:00+00:00,2,14
2102-06-26 22:46:00+00:00,2,16
2102-06-26 22:51:00+00:00,2,18
2102-06-26 23:01:56+00:00,-1,17
2102-06-26 23:08:00+00:00,2,19
2102-06-26 23:22:31+00:00,-1,18
2102-06-26 23:24:00+00:00,1,19
2102-06-26 23:30:20+00:00,-1,18
2102-06-26 23:48:38+00:00,-1,17
2102-06-26 23:58:41+00:00,-1,16
2102-06-27 00:04:21+00:00,-1,15
2102-06-27 00:10:58+00:00,-1,14
2102-06-27 00:17:46+00:00,-1,13
2102-06-27 00:27:04+00:00,-1,12
2102-06-27 00:27:41+00:00,-1,11
2102-06-27 00:50:00+00:00,2,13
2102-06-27 01:02:40+00:00,-1,12
2102-06-27 01:11:04+00:00,-1,11
2102-06-27 01:19:00+00:00,2,13
2102-06-27 01:57:21+00:00,-1,12
2102-06-27 02:08:14+00:00,-1,11
2102-06-27 02:13:45+00:00,-1,10
2102-06-27 02:35:22+00:00,-1,9
2102-06-27 02:39:58+00:00,-1,8
2102-06-27 02:43:26+00:00,-1,7
2102-06-27 03:07:49+00:00,-1,6
2102-06-27 03:26:37+00:00,-1,5
2102-06-27 03:30:54+00:00,-1,4
2102-06-27 03:38:26+00:00,-1,3
2102-06-27 03:59:55+00:00,-1,2
2102-06-27 04:14:00+00:00,2,4
2102-06-27 05:21:29+00:00,-1,3
2102-06-27 05:32:32+00:00,-1,2
2102-06-27 05:53:30+00:00,-1,1
2102-06-27 07:24:17+00:00,-1,0
2102-06-29 20:44:00+00:00,1,1
2102-06-30 00:35:00+00:00,1,2
2102-06-30 01:43:20+00:00,-1,1
2102-06-30 04:59:00+00:00,1,2
2102-06-30 05:19:59+00:00,-1,1
2102-06-30 05:49:41+00:00,-1,0
2102-06-30 21:49:00+00:00,1,1
2102-06-30 22:19:47+00:00,-1,0
2102-06-30 22:57:00+00:00,1,1
2102-06-30 22:59:00+00:00,1,2
2102-06-30 23:46:15+00:00,-1,1
2102-07-01 00:16:00+00:00,2,3
2102-07-01 00:17:30+00:00,-1,2
2102-07-01 00:24:00+00:00,1,3
2102-07-01 00:56:15+00:00,-1,2
2102-07-01 00:58:00+00:00,1,3
2102-07-01 01:41:46+00:00,-1,2
2102-07-01 02:29:41+00:00,-1,1
2102-07-01 02:31:00+00:00,2,3
2102-07-01 03:22:00+00:00,1,4
2102-07-01 03:22:24+00:00,-1,3
2102-07-01 03:51:39+00:00,-1,2
2102-07-01 04:03:00+00:00,1,3
2102-07-01 04:03:36+00:00,-1,2
2102-07-01 04:04:00+00:00,1,3
2102-07-01 04:16:00+00:00,1,4
2102-07-01 04:42:51+00:00,-1,3
2102-07-01 05:10:14+00:00,-1,2
2102-07-01 05:35:58+00:00,-1,1
2102-07-01 07:25:00+00:00,1,2
2102-07-01 08:04:49+00:00,-1,1
2102-07-01 08:32:34+00:00,-1,0
2102-07-03 20:45:00+00:00,2,2
2102-07-03 21:06:22+00:00,-1,1
2102-07-03 22:07:00+00:00,4,5
2102-07-03 22:14:00+00:00,2,7
2102-07-03 22:29:00+00:00,2,9
2102-07-03 22:36:00+00:00,2,11
2102-07-03 22:37:30+00:00,-1,10
2102-07-03 22:43:35+00:00,-1,9
2102-07-03 22:50:00+00:00,2,11
2102-07-03 22:52:00+00:00,2,13
2102-07-03 22:55:21+00:00,-1,12
2102-07-03 23:07:42+00:00,-1,11
2102-07-03 23:27:24+00:00,-1,10
2102-07-03 23:28:23+00:00,-1,9
2102-07-03 23:39:43+00:00,-1,8
2102-07-04 00:03:00+00:00,2,10
2102-07-04 00:21:58+00:00,-1,9
2102-07-04 00:28:00+00:00,2,11
2102-07-04 00:37:10+00:00,-1,10
2102-07-04 00:38:22+00:00,-1,9
2102-07-04 00:52:00+00:00,2,11
2102-07-04 00:59:14+00:00,-1,10
2102-07-04 01:03:00+00:00,2,12
2102-07-04 01:08:15+00:00,-1,11
2102-07-04 01:11:36+00:00,-1,10
2102-07-04 01:33:00+00:00,-1,9
2102-07-04 01:48:37+00:00,-1,8
2102-07-04 01:51:17+00:00,-1,7
2102-07-04 02:13:21+00:00,-1,6
2102-07-04 02:21:29+00:00,-1,5
2102-07-04 02:29:42+00:00,-1,4
2102-07-04 03:19:29+00:00,-1,3
2102-07-04 03:58:00+00:00,2,5
2102-07-04 04:07:10+00:00,-1,4
2102-07-04 04:27:00+00:00,2,6
2102-07-04 04:35:08+00:00,-1,5
2102-07-04 04:44:17+00:00,-1,4
2102-07-04 05:12:10+00:00,-1,3
2102-07-04 05:55:06+00:00,-1,2
2102-07-04 08:44:45+00:00,-1,1
2102-07-04 09:35:36+00:00,-1,0
2102-07-04 23:09:00+00:00,2,2
2102-07-04 23:36:39+00:00,-1,1
2102-07-05 02:16:27+00:00,-1,0
2102-07-06 22:38:00+00:00,1,1
2102-07-07 01:55:00+00:00,-1,0
2102-07-07 03:57:00+00:00,1,1
2102-07-07 04:06:00+00:00,1,2
2102-07-07 05:12:00+00:00,1,3
2102-07-07 05:12:40+00:00,-1,2
2102-07-07 05:25:35+00:00,-1,1
2102-07-07 05:31:00+00:00,1,2
2102-07-07 06:00:00+00:00,-1,1
2102-07-07 08:48:00+00:00,-1,0
2102-07-07 21:28:00+00:00,1,1
2102-07-07 22:41:11+00:00,-1,0
2102-07-07 23:05:00+00:00,1,1
2102-07-08 00:01:00+00:00,1,2
2102-07-08 00:33:25+00:00,-1,1
2102-07-08 01:17:44+00:00,-1,0
2102-07-08 01:48:00+00:00,1,1
2102-07-08 02:16:32+00:00,-1,0
2102-07-08 03:24:00+00:00,1,1
2102-07-08 03:27:00+00:00,1,2
2102-07-08 03:51:26+00:00,-1,1
2102-07-08 04:14:00+00:00,1,2
2102-07-08 04:24:00+00:00,1,3
2102-07-08 05:11:01+00:00,-1,2
2102-07-08 05:46:25+00:00,-1,1
2102-07-08 06:16:08+00:00,-1,0
2102-07-08 06:17:00+00:00,1,1
2102-07-08 06:23:00+00:00,1,2
2102-07-08 06:52:53+00:00,-1,1
2102-07-08 07:05:52+00:00,-1,0
2102-07-10 05:44:00+00:00,2,2
2102-07-10 05:47:21+00:00,-1,1
2102-07-10 10:38:21+00:00,-1,0
2102-07-10 20:30:00+00:00,2,2
2102-07-10 21:55:13+00:00,-1,1
2102-07-10 22:02:00+00:00,2,3
2102-07-10 22:04:00+00:00,2,5
2102-07-10 22:09:00+00:00,2,7
2102-07-10 22:14:00+00:00,2,9
2102-07-10 22:33:00+00:00,2,11
2102-07-10 22:38:00+00:00,2,13
2102-07-10 22:40:00+00:00,2,15
2102-07-10 22:53:00+00:00,2,17
2102-07-10 22:53:07+00:00,-2,15
2102-07-10 22:53:51+00:00,-1,14
2102-07-10 22:57:41+00:00,-1,13
2102-07-10 23:04:00+00:00,2,15
2102-07-10 23:07:00+00:00,2,17
2102-07-10 23:24:08+00:00,-1,16
2102-07-10 23:27:21+00:00,-1,15
2102-07-10 23:56:44+00:00,-1,14
2102-07-11 00:01:00+00:00,2,16
2102-07-11 00:04:15+00:00,-1,15
2102-07-11 00:08:41+00:00,-1,14
2102-07-11 00:13:04+00:00,-1,13
2102-07-11 00:21:41+00:00,-1,12
2102-07-11 00:29:49+00:00,-1,11
2102-07-11 00:33:00+00:00,2,13
2102-07-11 00:52:00+00:00,2,15
2102-07-11 00:59:30+00:00,-1,14
2102-07-11 01:19:56+00:00,-1,13
2102-07-11 01:27:30+00:00,-1,12
2102-07-11 01:54:27+00:00,-1,11
2102-07-11 02:15:31+00:00,-1,10
2102-07-11 02:19:39+00:00,-1,9
2102-07-11 02:24:45+00:00,-1,8
2102-07-11 02:24:57+00:00,-1,7
2102-07-11 04:01:41+00:00,-1,6
2102-07-11 04:08:27+00:00,-1,5
2102-07-11 04:11:54+00:00,-1,4
2102-07-11 04:19:20+00:00,-1,3
2102-07-11 04:31:56+00:00,-1,2
2102-07-11 05:36:08+00:00,-1,1
2102-07-11 05:44:20+00:00,-1,0
2102-07-17 21:12:00+00:00,1,1
2102-07-17 21:42:47+00:00,-1,0
2102-07-17 22:19:00+00:00,2,2
2102-07-17 22:32:00+00:00,1,3
2102-07-17 22:46:00+00:00,1,4
2102-07-17 22:59:00+00:00,1,5
2102-07-17 23:04:00+00:00,1,6
2102-07-17 23:18:00+00:00,1,7
2102-07-17 23:32:06+00:00,-1,6
2102-07-17 23:39:00+00:00,1,7
2102-07-17 23:46:36+00:00,-1,6
2102-07-17 23:59:06+00:00,-1,5
2102-07-18 00:10:54+00:00,-1,4
2102-07-18 00:21:00+00:00,1,5
2102-07-18 00:48:00+00:00,1,6
2102-07-18 00:55:00+00:00,1,7
2102-07-18 01:28:03+00:00,-1,6
2102-07-18 02:01:00+00:00,1,7
2102-07-18 02:16:35+00:00,-1,6
2102-07-18 02:17:00+00:00,1,7
2102-07-18 02:26:40+00:00,-1,6
2102-07-18 02:38:26+00:00,-1,5
2102-07-18 02:40:06+00:00,-1,4
2102-07-18 02:41:30+00:00,-1,3
2102-07-18 03:22:04+00:00,-1,2
2102-07-18 03:34:47+00:00,-1,1
2102-07-18 04:17:41+00:00,-1,0
2102-07-18 04:41:00+00:00,1,1
2102-07-18 06:19:40+00:00,-1,0
2102-07-20 21:13:00+00:00,2,2
2102-07-20 21:26:39+00:00,-1,1
2102-07-20 22:23:00+00:00,2,3
2102-07-20 22:43:00+00:00,1,4
2102-07-20 22:59:00+00:00,2,6
2102-07-20 23:30:54+00:00,-1,5
2102-07-20 23:48:00+00:00,2,7
2102-07-21 00:07:07+00:00,-1,6
2102-07-21 00:20:00+00:00,1,7
2102-07-21 00:34:10+00:00,-1,6
2102-07-21 00:50:08+00:00,-1,5
2102-07-21 01:06:14+00:00,-1,4
2102-07-21 01:27:21+00:00,-1,3
2102-07-21 01:40:19+00:00,-1,2
2102-07-21 03:14:52+00:00,-1,1
2102-07-21 04:01:00+00:00,1,2
2102-07-21 05:00:00+00:00,1,3
2102-07-21 05:41:41+00:00,-1,2
2102-07-21 06:11:50+00:00,-1,1
2102-07-21 08:53:31+00:00,-1,0
2102-07-21 20:49:00+00:00,2,2
2102-07-21 20:52:00+00:00,1,3
2102-07-21 20:58:00+00:00,2,5
2102-07-21 21:40:21+00:00,-1,4
2102-07-21 21:41:02+00:00,-1,3
2102-07-21 21:47:00+00:00,2,5
2102-07-21 22:00:00+00:00,2,7
2102-07-21 22:08:33+00:00,-1,6
2102-07-21 22:17:00+00:00,2,8
2102-07-21 22:21:34+00:00,-1,7
2102-07-21 22:24:41+00:00,-1,6
2102-07-21 23:33:47+00:00,-1,5
2102-07-21 23:49:50+00:00,-1,4
2102-07-22 00:15:00+00:00,1,5
2102-07-22 00:28:11+00:00,-1,4
2102-07-22 01:40:55+00:00,-1,3
2102-07-22 02:07:58+00:00,-1,2
2102-07-22 02:14:32+00:00,-1,1
2102-07-22 03:01:53+00:00,-1,0
2102-07-24 20:31:00+00:00,1,1
2102-07-24 22:03:00+00:00,1,2
2102-07-24 22:22:00+00:00,1,3
2102-07-24 22:25:00+00:00,2,5
2102-07-24 22:28:00+00:00,1,6
2102-07-24 22:29:00+00:00,2,8
2102-07-24 22:45:00+00:00,1,9
2102-07-24 22:50:00+00:00,1,10
2102-07-24 22:50:39+00:00,-1,9
2102-07-24 22:53:00+00:00,2,11
2102-07-24 22:53:26+00:00,-1,10
2102-07-24 22:53:59+00:00,-1,9
2102-07-24 22:58:00+00:00,2,11
2102-07-24 23:04:07+00:00,-1,10
2102-07-24 23:10:44+00:00,-1,9
2102-07-24 23:25:39+00:00,-1,8
2102-07-24 23:33:02+00:00,-1,7
2102-07-24 23:38:00+00:00,1,8
2102-07-25 00:19:51+00:00,-1,7
2102-07-25 00:20:52+00:00,-1,6
2102-07-25 00:20:58+00:00,-1,5
2102-07-25 00:27:12+00:00,-1,4
2102-07-25 00:27:49+00:00,-1,3
2102-07-25 00:43:00+00:00,2,5
2102-07-25 00:44:15+00:00,-1,4
2102-07-25 00:47:00+00:00,2,6
2102-07-25 00:57:22+00:00,-1,5
2102-07-25 01:09:00+00:00,2,7
2102-07-25 01:24:34+00:00,-1,6
2102-07-25 01:34:18+00:00,-1,5
2102-07-25 01:47:11+00:00,-1,4
2102-07-25 03:03:56+00:00,-1,3
2102-07-25 03:55:53+00:00,-1,2
2102-07-25 03:58:44+00:00,-1,1
2102-07-25 04:02:00+00:00,1,2
2102-07-25 04:23:35+00:00,-1,1
2102-07-25 04:43:16+00:00,-1,0
2102-07-25 21:26:00+00:00,1,1
2102-07-26 01:36:14+00:00,-1,0
2102-07-27 20:23:00+00:00,2,2
2102-07-27 20:28:00+00:00,2,4
2102-07-27 20:47:26+00:00,-1,3
2102-07-27 20:53:29+00:00,-1,2
2102-07-27 21:51:00+00:00,2,4
2102-07-27 21:56:44+00:00,-1,3
2102-07-27 22:17:00+00:00,2,5
2102-07-27 22:19:00+00:00,2,7
2102-07-27 22:40:43+00:00,-1,6
2102-07-27 22:53:57+00:00,-1,5
2102-07-27 23:26:57+00:00,-1,4
2102-07-27 23:40:21+00:00,-1,3
2102-07-28 00:24:21+00:00,-1,2
2102-07-28 00:32:00+00:00,1,3
2102-07-28 00:49:00+00:00,1,4
2102-07-28 01:04:00+00:00,1,5
2102-07-28 01:47:27+00:00,-1,4
2102-07-28 02:26:00+00:00,2,6
2102-07-28 02:36:38+00:00,-1,5
2102-07-28 02:56:59+00:00,-1,4
2102-07-28 03:21:23+00:00,-1,3
2102-07-28 03:37:00+00:00,2,5
2102-07-28 03:37:47+00:00,-1,4
2102-07-28 03:39:00+00:00,2,6
2102-07-28 03:44:32+00:00,-1,5
2102-07-28 03:58:22+00:00,-1,4
2102-07-28 04:45:32+00:00,-1,3
2102-07-28 05:08:00+00:00,1,4
2102-07-28 05:24:24+00:00,-1,3
2102-07-28 05:28:00+00:00,1,4
2102-07-28 05:59:08+00:00,-1,3
2102-07-28 06:13:00+00:00,1,4
2102-07-28 07:44:12+00:00,-1,3
2102-07-28 08:06:27+00:00,-1,2
2102-07-28 09:01:44+00:00,-1,1
2102-07-28 09:12:49+00:00,-1,0
2102-07-28 22:14:00+00:00,2,2
2102-07-28 22:38:41+00:00,-1,1
2102-07-29 00:32:39+00:00,-1,0
2102-07-31 21:11:00+00:00,1,1
2102-07-31 22:05:00+00:00,1,2
2102-07-31 22:13:00+00:00,2,4
2102-07-31 22:18:00+00:00,1,5
2102-07-31 22:31:00+00:00,2,7
2102-07-31 22:35:00+00:00,3,10
2102-07-31 22:38:29+00:00,-1,9
2102-07-31 22:49:00+00:00,1,10
2102-07-31 22:49:54+00:00,-1,9
2102-07-31 23:02:55+00:00,-1,8
2102-07-31 23:33:00+00:00,1,9
2102-08-01 00:08:38+00:00,-1,8
2102-08-01 00:23:00+00:00,1,9
2102-08-01 00:23:39+00:00,-1,8
2102-08-01 00:24:42+00:00,-1,7
2102-08-01 00:36:38+00:00,-2,5
2102-08-01 00:43:00+00:00,2,7
2102-08-01 01:12:30+00:00,-1,6
2102-08-01 01:18:00+00:00,3,9
2102-08-01 01:39:55+00:00,-1,8
2102-08-01 02:01:14+00:00,-1,7
2102-08-01 02:39:21+00:00,-1,6
2102-08-01 02:42:41+00:00,-1,5
2102-08-01 02:56:41+00:00,-1,4
2102-08-01 02:58:00+00:00,-1,3
2102-08-01 03:00:27+00:00,-1,2
2102-08-01 03:37:48+00:00,-1,1
2102-08-01 03:51:54+00:00,-1,0
2102-08-01 04:14:00+00:00,2,2
2102-08-01 04:35:22+00:00,-1,1
2102-08-01 04:54:00+00:00,-1,0
2102-08-03 20:59:00+00:00,2,2
2102-08-03 21:18:00+00:00,2,4
2102-08-03 21:25:00+00:00,2,6
2102-08-03 21:42:35+00:00,-1,5
2102-08-03 22:11:42+00:00,-1,4
2102-08-03 22:13:21+00:00,-1,3
2102-08-03 22:41:44+00:00,-1,2
2102-08-03 22:53:00+00:00,2,4
2102-08-04 00:06:00+00:00,2,6
2102-08-04 00:59:00+00:00,2,8
2102-08-04 01:06:41+00:00,-1,7
2102-08-04 01:41:28+00:00,-1,6
2102-08-04 01:43:55+00:00,-1,5
2102-08-04 01:46:00+00:00,-1,4
2102-08-04 02:15:26+00:00,-1,3
2102-08-04 02:56:38+00:00,-1,2
2102-08-04 02:56:40+00:00,-1,1
2102-08-04 03:41:00+00:00,1,2
2102-08-04 04:38:55+00:00,-1,1
2102-08-04 05:57:08+00:00,-1,0
2102-08-04 20:29:00+00:00,2,2
2102-08-04 22:24:00+00:00,2,4
2102-08-04 22:31:15+00:00,-1,3
2102-08-04 22:32:00+00:00,1,4
2102-08-04 22:43:45+00:00,-1,3
2102-08-04 23:50:00+00:00,2,5
2102-08-04 23:51:15+00:00,-1,4
2102-08-05 00:07:00+00:00,2,6
2102-08-05 00:18:38+00:00,-1,5
2102-08-05 00:27:34+00:00,-1,4
2102-08-05 00:36:41+00:00,-1,3
2102-08-05 00:47:00+00:00,-1,2
2102-08-05 00:58:24+00:00,-1,1
2102-08-05 02:59:30+00:00,-1,0
